Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,6.27,44.23,1.26,0.17,45,20,84,19.37,62.54,1563.59,Cotton,Vegetative,Kharif,Rainfed,Sugarcane,North,211.05,1.0,DAP
Clay,5.94,40.03,1.03,1.45,39,41,83,27.14,64.64,2318.34,Rice,Vegetative,Rabi,Rainfed,Wheat,Central,153.41,2.91,DAP
Loamy,6.87,45.5,0.91,2.06,110,43,43,30.35,77.92,1831.85,Potato,Flowering,Kharif,Drip,Potato,East,144.54,3.85,MOP
Clay,6.92,16.23,1.03,1.25,65,59,12,24.86,73.95,1146.81,Cotton,Flowering,Zaid,Rainfed,Potato,Central,147.47,5.29,MOP
Silt,5.56,50.39,0.76,1.52,103,18,56,24.84,36.93,1460.68,Sugarcane,Vegetative,Rabi,Canal,Sugarcane,South,156.16,3.69,SSP
Sandy,6.55,47.19,0.66,0.57,60,71,73,26.81,62.98,1849.11,Sugarcane,Flowering,Rabi,Sprinkler,Potato,South,216.39,5.71,Urea
Sandy,7.02,18.03,0.43,1.96,148,45,25,15.38,56.95,757.56,Rice,Harvest,Rabi,Rainfed,Sugarcane,East,172.39,7.22,MOP
Sandy,5.01,14.94,0.2,1.61,110,16,26,12.46,90.0,750.47,Potato,Flowering,Rabi,Canal,Wheat,South,76.44,5.03,Compost
Loamy,6.87,29.3,0.81,1.8,34,10,35,34.73,59.04,1400.6,Sugarcane,Sowing,Kharif,Rainfed,Wheat,East,218.9,7.47,NPK
Silt,8.3,24.36,1.02,2.45,61,72,66,27.48,30.0,1788.77,Maize,Flowering,Zaid,Rainfed,Rice,North,120.74,4.59,Zinc Sulphate
Sandy,4.5,31.0,0.86,0.81,72,21,35,31.24,60.65,691.09,Potato,Vegetative,Zaid,Drip,Wheat,North,177.76,5.71,NPK
Sandy,6.24,25.42,0.68,1.23,107,82,25,33.04,49.81,1845.77,Tomato,Flowering,Kharif,Sprinkler,Rice,Central,109.75,6.01,MOP
Silt,7.29,42.05,0.76,1.03,21,19,35,27.49,70.53,938.44,Rice,Flowering,Rabi,Sprinkler,Wheat,East,189.48,3.61,NPK
Loamy,6.16,36.82,0.9,2.48,48,26,89,30.21,47.55,624.79,Potato,Sowing,Zaid,Canal,Rice,West,133.17,4.15,DAP
Silt,6.1,38.75,0.34,3.0,79,23,69,22.57,69.27,1075.4,Cotton,Harvest,Kharif,Rainfed,Tomato,West,213.47,1.51,SSP
Clay,5.95,36.1,0.54,1.7,138,76,29,31.68,30.0,607.97,Sugarcane,Flowering,Kharif,Sprinkler,Maize,East,175.31,1.49,MOP
Silt,7.35,50.53,0.52,1.23,133,89,109,25.25,42.34,372.51,Tomato,Flowering,Zaid,Canal,Sugarcane,North,270.3,4.77,Zinc Sulphate
Silt,7.58,25.26,0.76,1.1,27,37,39,19.4,55.67,1372.19,Tomato,Harvest,Zaid,Rainfed,Cotton,North,76.61,5.63,NPK
Loamy,6.63,31.67,0.66,1.31,68,68,19,26.23,84.18,3000.0,Tomato,Harvest,Rabi,Rainfed,Tomato,North,202.07,1.66,MOP
Clay,6.5,29.45,0.35,0.31,32,81,89,27.18,46.37,2138.08,Potato,Flowering,Rabi,Rainfed,Rice,North,191.73,4.43,Compost
Silt,5.68,39.56,0.37,1.55,30,54,95,29.46,61.32,341.24,Maize,Vegetative,Kharif,Rainfed,Cotton,South,251.96,3.08,Urea
Loamy,6.64,36.62,0.83,1.32,23,29,65,23.75,72.53,200.0,Rice,Sowing,Rabi,Rainfed,Potato,East,79.83,2.7,DAP
Sandy,7.6,50.58,0.72,0.23,139,82,57,24.91,47.72,564.49,Rice,Vegetative,Kharif,Canal,Sugarcane,West,154.68,8.0,Zinc Sulphate
Sandy,5.35,39.63,0.93,0.96,54,75,55,20.11,72.3,3000.0,Cotton,Harvest,Kharif,Canal,Rice,South,254.8,2.32,Urea
Clay,6.13,18.87,0.27,0.36,144,47,77,26.89,62.9,1767.9,Potato,Sowing,Rabi,Rainfed,Maize,North,59.61,1.0,Compost
Loamy,6.45,41.12,0.74,1.13,130,27,107,25.1,77.19,1614.55,Rice,Harvest,Kharif,Drip,Cotton,North,202.01,4.38,SSP
Loamy,6.78,37.77,0.42,1.53,123,67,37,31.77,68.38,1487.73,Cotton,Harvest,Kharif,Sprinkler,Rice,North,189.56,2.31,MOP
Sandy,5.98,38.54,0.68,0.53,128,78,12,24.43,42.14,1215.78,Sugarcane,Flowering,Zaid,Drip,Wheat,South,218.53,4.26,MOP
Sandy,6.05,53.61,0.77,2.06,114,21,45,21.52,54.2,483.82,Wheat,Vegetative,Rabi,Sprinkler,Wheat,West,63.75,3.42,SSP
Clay,5.89,14.07,0.63,0.3,100,16,36,39.33,30.14,2230.73,Potato,Harvest,Rabi,Rainfed,Maize,Central,258.94,6.63,DAP
Loamy,7.65,23.8,0.25,0.18,118,17,47,26.14,64.37,1393.21,Wheat,Sowing,Kharif,Canal,Sugarcane,North,238.75,3.22,Compost
Silt,5.65,44.57,0.58,2.51,57,26,48,13.03,69.56,1432.44,Tomato,Vegetative,Kharif,Drip,Rice,South,203.66,4.58,NPK
Clay,5.21,47.21,0.88,1.58,83,24,89,23.4,46.06,1291.28,Potato,Sowing,Zaid,Sprinkler,Tomato,South,118.66,4.94,SSP
Silt,5.8,23.29,1.06,1.59,57,44,104,23.44,49.78,922.82,Rice,Harvest,Rabi,Canal,Maize,South,222.55,5.27,Urea
Loamy,5.08,47.15,1.01,1.52,68,18,106,25.92,84.48,1764.63,Sugarcane,Harvest,Rabi,Canal,Potato,North,201.39,7.58,SSP
Silt,5.0,45.38,0.85,1.31,25,52,96,25.9,59.28,1895.59,Wheat,Flowering,Zaid,Canal,Sugarcane,Central,220.26,2.06,Urea
Clay,8.18,18.36,1.09,1.47,135,53,114,28.79,53.52,2714.16,Sugarcane,Vegetative,Rabi,Rainfed,Cotton,South,177.59,2.4,Zinc Sulphate
Loamy,6.71,48.05,1.05,0.51,51,53,76,15.73,50.53,1121.15,Rice,Vegetative,Rabi,Rainfed,Cotton,North,110.96,5.71,Urea
Loamy,8.21,30.11,0.56,1.5,75,48,93,25.16,45.28,2293.09,Rice,Flowering,Rabi,Drip,Tomato,North,183.21,4.68,Zinc Sulphate
Sandy,7.3,41.78,1.02,1.26,26,29,41,28.81,76.8,569.53,Rice,Sowing,Zaid,Drip,Sugarcane,East,219.17,5.94,NPK
Sandy,5.55,41.79,1.1,1.95,95,83,13,24.2,52.77,1340.52,Sugarcane,Vegetative,Zaid,Rainfed,Cotton,East,113.11,5.69,MOP
Sandy,7.29,26.84,0.93,0.65,39,12,111,30.91,69.27,2037.98,Rice,Sowing,Kharif,Canal,Tomato,South,184.37,3.54,DAP
Loamy,5.45,29.34,0.66,1.77,60,83,83,28.35,87.44,2014.37,Sugarcane,Vegetative,Kharif,Sprinkler,Potato,South,174.95,2.52,Urea
Clay,7.88,21.86,0.84,1.93,138,61,107,22.5,70.21,1793.68,Wheat,Vegetative,Zaid,Canal,Potato,North,220.06,3.62,Zinc Sulphate
Silt,6.16,37.1,1.02,1.9,52,59,55,26.01,69.83,1624.46,Wheat,Vegetative,Rabi,Rainfed,Rice,South,177.46,7.09,Urea
Clay,7.66,10.06,1.37,2.24,60,63,85,25.18,33.04,2373.44,Wheat,Flowering,Kharif,Canal,Wheat,East,276.85,4.95,NPK
Loamy,5.0,52.07,0.91,2.26,79,66,44,18.72,41.32,779.58,Cotton,Flowering,Zaid,Sprinkler,Wheat,South,182.54,5.69,MOP
Sandy,7.08,33.68,0.37,2.03,49,18,50,27.42,63.16,1664.1,Wheat,Vegetative,Rabi,Canal,Rice,North,300.0,4.68,NPK
Sandy,7.18,48.58,0.74,0.74,25,41,103,39.43,59.54,2107.05,Wheat,Harvest,Kharif,Sprinkler,Wheat,West,93.17,4.1,Compost
Clay,5.86,22.21,0.89,1.65,49,20,45,32.32,69.2,2144.43,Tomato,Sowing,Zaid,Drip,Maize,West,260.07,5.4,DAP
Sandy,6.88,26.96,0.86,1.21,48,33,40,19.09,76.41,2229.41,Tomato,Sowing,Zaid,Drip,Sugarcane,Central,81.66,5.58,NPK
Loamy,6.13,24.81,0.67,0.1,96,15,52,22.71,68.36,1730.29,Rice,Harvest,Rabi,Rainfed,Sugarcane,South,215.48,2.7,SSP
Clay,8.04,43.34,0.89,1.31,27,31,11,31.8,50.65,2543.59,Maize,Vegetative,Zaid,Sprinkler,Rice,Central,135.54,5.45,NPK
Sandy,5.52,43.32,0.88,1.55,49,25,86,24.91,64.2,1374.89,Cotton,Sowing,Zaid,Rainfed,Tomato,Central,300.0,3.01,DAP
Silt,8.06,10.0,0.93,1.1,121,79,113,24.31,74.92,1832.67,Maize,Vegetative,Rabi,Sprinkler,Potato,South,124.58,5.45,Zinc Sulphate
Loamy,7.17,32.43,0.9,1.79,62,14,105,28.44,66.97,1774.37,Wheat,Vegetative,Rabi,Canal,Cotton,East,97.14,7.16,DAP
Silt,7.7,44.38,1.26,1.3,47,71,104,24.81,60.77,1830.94,Rice,Flowering,Rabi,Canal,Maize,West,194.39,3.67,Urea
Clay,6.05,42.58,0.88,0.93,54,18,17,26.61,59.88,2395.08,Maize,Vegetative,Rabi,Rainfed,Maize,East,161.22,4.62,NPK
Sandy,6.58,26.98,0.45,1.8,67,54,29,39.27,38.76,1855.45,Maize,Harvest,Kharif,Rainfed,Sugarcane,East,286.65,4.95,MOP
Silt,5.7,25.07,0.43,1.08,57,21,51,22.92,30.0,2575.07,Tomato,Vegetative,Rabi,Canal,Cotton,North,123.69,4.04,SSP
Loamy,6.09,42.43,0.65,2.11,62,31,17,28.38,48.61,2238.54,Wheat,Sowing,Rabi,Canal,Wheat,East,233.72,2.94,NPK
Loamy,8.5,10.02,1.1,2.08,55,17,43,24.96,40.51,1899.09,Wheat,Vegetative,Kharif,Canal,Cotton,Central,250.96,1.0,NPK
Clay,5.02,30.17,1.08,1.66,85,87,15,21.88,44.28,2205.17,Sugarcane,Harvest,Kharif,Sprinkler,Cotton,West,215.04,7.5,MOP
Clay,5.41,24.11,0.54,0.98,67,10,25,21.17,30.32,1967.88,Sugarcane,Vegetative,Rabi,Rainfed,Sugarcane,North,199.25,3.87,NPK
Clay,6.83,36.39,0.87,0.63,115,49,26,27.5,82.62,267.59,Sugarcane,Flowering,Zaid,Sprinkler,Potato,South,253.43,7.14,MOP
Loamy,5.25,23.38,0.5,1.81,32,10,107,23.55,70.31,1793.65,Wheat,Vegetative,Kharif,Canal,Cotton,West,150.13,3.3,DAP
Loamy,6.77,45.72,0.58,0.98,69,37,47,34.75,45.29,1066.35,Potato,Flowering,Rabi,Drip,Cotton,South,271.26,6.51,NPK
Clay,7.42,34.6,0.91,0.51,65,45,109,22.48,33.53,1058.6,Wheat,Vegetative,Kharif,Rainfed,Cotton,East,83.65,6.67,Urea
Sandy,6.41,19.94,0.2,1.18,28,23,26,20.94,83.62,657.66,Rice,Harvest,Kharif,Sprinkler,Wheat,East,103.79,4.87,NPK
Clay,5.18,45.76,0.83,1.91,68,45,25,18.52,82.33,946.96,Sugarcane,Flowering,Zaid,Sprinkler,Potato,Central,107.9,3.94,MOP
Silt,5.95,46.87,0.89,1.56,64,17,92,19.1,33.15,2061.35,Cotton,Sowing,Zaid,Canal,Sugarcane,South,117.14,3.06,SSP
Clay,7.64,29.42,0.37,2.14,120,10,101,37.8,65.26,972.71,Rice,Harvest,Zaid,Sprinkler,Maize,South,253.44,3.79,DAP
Clay,8.37,32.05,0.76,1.33,64,60,99,23.35,88.0,1688.76,Potato,Vegetative,Zaid,Sprinkler,Cotton,South,50.0,6.2,Zinc Sulphate
Sandy,5.76,60.0,0.76,1.43,95,76,43,20.4,90.0,1577.02,Sugarcane,Flowering,Kharif,Drip,Sugarcane,West,225.38,4.2,MOP
Sandy,6.1,18.31,0.5,3.0,21,28,33,29.61,42.92,1383.21,Cotton,Flowering,Kharif,Drip,Cotton,South,165.79,7.05,Compost
Silt,4.72,46.6,0.3,1.58,107,25,98,14.57,36.92,1824.84,Wheat,Sowing,Rabi,Rainfed,Wheat,East,168.63,8.0,SSP
Silt,7.47,27.45,0.72,1.05,59,38,35,30.83,65.67,794.94,Wheat,Vegetative,Kharif,Sprinkler,Rice,East,139.33,8.0,NPK
Loamy,5.85,36.57,0.86,0.74,102,18,74,23.62,64.92,1643.96,Sugarcane,Sowing,Kharif,Canal,Cotton,West,272.79,3.97,SSP
Clay,7.41,33.65,1.35,1.14,63,71,90,12.9,65.45,1584.78,Maize,Vegetative,Rabi,Drip,Maize,West,300.0,6.47,Zinc Sulphate
Silt,6.6,38.76,1.0,1.31,124,79,39,19.81,69.02,2594.96,Potato,Harvest,Rabi,Drip,Rice,East,107.83,4.21,MOP
Silt,6.03,22.83,1.01,1.5,64,23,26,27.18,54.49,1187.83,Sugarcane,Sowing,Kharif,Sprinkler,Sugarcane,North,73.56,6.45,NPK
Clay,6.53,38.15,0.75,0.79,36,12,33,16.35,58.15,2431.35,Potato,Flowering,Zaid,Drip,Maize,East,90.3,4.56,NPK
Loamy,6.88,37.79,1.04,1.66,31,84,104,35.83,86.07,2210.94,Maize,Vegetative,Zaid,Canal,Wheat,Central,194.73,7.49,Urea
Loamy,6.7,20.07,0.93,0.73,30,77,93,24.55,61.71,2927.95,Sugarcane,Harvest,Kharif,Sprinkler,Tomato,West,96.18,5.36,Urea
Clay,6.23,28.24,0.8,0.89,106,15,93,19.7,74.07,984.62,Sugarcane,Flowering,Rabi,Sprinkler,Potato,Central,119.36,3.49,SSP
Loamy,5.87,51.96,0.85,2.66,74,19,55,40.0,57.59,1458.88,Sugarcane,Vegetative,Zaid,Canal,Wheat,South,136.12,4.37,SSP
Clay,5.1,42.4,0.5,0.73,140,75,31,16.12,63.43,843.14,Cotton,Flowering,Zaid,Sprinkler,Potato,North,197.53,6.43,MOP
Silt,7.25,39.46,0.8,2.55,101,69,31,29.83,67.22,1283.06,Sugarcane,Harvest,Zaid,Sprinkler,Rice,North,157.08,1.81,MOP
Sandy,7.87,22.03,0.87,1.52,46,16,33,17.42,64.0,538.75,Potato,Flowering,Rabi,Sprinkler,Rice,Central,282.88,1.62,NPK
Silt,5.49,32.36,0.28,0.11,114,27,14,30.67,69.83,2502.1,Wheat,Sowing,Kharif,Rainfed,Maize,Central,158.96,2.81,Compost
Clay,8.34,29.69,0.9,1.55,71,17,31,23.43,56.0,2727.6,Sugarcane,Sowing,Rabi,Rainfed,Potato,North,95.86,1.38,NPK
Loamy,5.79,22.05,0.74,0.82,56,27,94,25.87,59.62,2100.96,Tomato,Vegetative,Zaid,Drip,Rice,East,291.99,4.56,DAP
Sandy,6.46,54.53,0.89,1.48,50,36,39,26.82,55.74,970.9,Potato,Vegetative,Rabi,Sprinkler,Tomato,Central,261.82,4.4,NPK
Loamy,6.48,43.63,1.07,1.3,57,32,42,28.49,73.99,726.19,Sugarcane,Harvest,Kharif,Canal,Tomato,West,50.0,1.24,SSP
Clay,7.66,49.44,0.84,2.32,98,45,103,27.27,70.23,1896.2,Potato,Sowing,Kharif,Drip,Rice,North,253.37,4.39,Zinc Sulphate
Silt,6.03,39.82,0.6,2.18,60,12,105,18.05,64.58,1097.71,Sugarcane,Sowing,Zaid,Sprinkler,Rice,South,120.81,4.05,SSP
Silt,5.99,53.81,0.83,1.78,48,28,15,27.5,71.65,2039.07,Cotton,Vegetative,Kharif,Sprinkler,Cotton,North,98.09,8.0,NPK
Loamy,7.08,43.84,1.03,1.44,23,24,81,30.18,51.71,582.65,Cotton,Sowing,Kharif,Sprinkler,Wheat,North,90.93,3.25,DAP
Loamy,5.48,28.07,0.5,1.74,93,77,30,24.61,61.42,1850.75,Rice,Vegetative,Zaid,Rainfed,Tomato,East,195.72,3.88,Compost
Sandy,5.99,38.24,1.1,1.59,48,19,100,27.7,75.93,970.87,Maize,Sowing,Kharif,Rainfed,Wheat,Central,171.73,5.27,DAP
Sandy,5.25,35.4,0.5,1.1,85,13,53,34.18,46.94,1666.52,Sugarcane,Vegetative,Rabi,Canal,Tomato,East,226.57,4.47,SSP
Silt,7.43,48.5,0.99,0.25,37,42,107,10.27,68.08,2794.43,Wheat,Sowing,Rabi,Drip,Rice,South,165.22,2.08,Urea
Loamy,8.42,29.57,0.39,1.16,118,66,58,11.04,79.05,2956.76,Sugarcane,Vegetative,Zaid,Rainfed,Maize,West,218.53,7.67,Zinc Sulphate
Loamy,7.27,48.91,0.68,2.06,54,20,97,25.26,65.98,1601.76,Cotton,Vegetative,Zaid,Sprinkler,Sugarcane,East,67.66,3.16,DAP
Loamy,8.01,10.0,0.31,0.6,107,39,10,21.27,59.41,2810.03,Wheat,Harvest,Rabi,Canal,Cotton,West,256.98,3.96,Compost
Clay,7.13,49.77,0.52,0.68,29,18,32,30.07,30.0,2216.73,Tomato,Sowing,Zaid,Sprinkler,Wheat,South,153.8,6.5,NPK
Sandy,7.62,39.25,0.65,1.96,88,47,42,21.39,56.7,2340.74,Tomato,Flowering,Rabi,Drip,Maize,Central,179.09,2.11,MOP
Loamy,5.63,38.38,0.39,2.21,119,47,31,31.28,87.52,1234.68,Wheat,Sowing,Zaid,Rainfed,Maize,Central,147.82,3.45,MOP
Loamy,8.21,20.09,0.32,2.11,153,44,65,33.67,55.75,1971.87,Rice,Sowing,Zaid,Rainfed,Wheat,North,128.77,1.0,Zinc Sulphate
Clay,8.27,37.07,1.05,1.9,136,31,99,18.11,39.12,2182.3,Potato,Harvest,Zaid,Rainfed,Wheat,East,62.87,6.94,DAP
Silt,5.17,23.89,0.41,1.71,129,29,102,30.47,59.48,798.14,Sugarcane,Sowing,Kharif,Rainfed,Sugarcane,Central,188.97,2.83,SSP
Loamy,7.27,28.45,1.33,1.41,95,89,36,24.63,68.53,3000.0,Wheat,Harvest,Kharif,Drip,Tomato,East,212.4,4.19,MOP
Clay,6.8,25.52,0.93,1.67,113,32,54,32.99,68.19,2175.62,Cotton,Vegetative,Rabi,Drip,Maize,Central,90.78,6.76,SSP
Silt,8.37,34.46,0.77,1.63,119,47,99,30.72,38.91,2366.34,Maize,Vegetative,Rabi,Rainfed,Cotton,East,182.73,4.63,Zinc Sulphate
Loamy,6.28,14.98,0.55,0.62,45,75,114,20.99,48.94,1995.81,Cotton,Vegetative,Rabi,Sprinkler,Cotton,Central,216.93,5.74,Urea
Silt,6.07,30.96,0.85,2.11,37,12,56,38.16,51.61,517.19,Cotton,Sowing,Kharif,Rainfed,Cotton,Central,163.39,6.89,DAP
Clay,6.31,56.81,0.39,2.34,72,32,36,29.24,47.57,1396.48,Maize,Flowering,Zaid,Rainfed,Tomato,Central,221.21,5.91,NPK
Loamy,6.18,45.36,0.63,2.86,76,30,109,20.61,73.44,1223.19,Sugarcane,Flowering,Rabi,Rainfed,Maize,South,235.72,6.17,SSP
Clay,6.64,19.55,0.78,1.96,60,19,46,31.71,56.67,3000.0,Tomato,Sowing,Zaid,Canal,Wheat,East,178.92,7.19,NPK
Loamy,8.09,50.99,0.88,2.38,47,28,89,20.37,45.11,2624.67,Potato,Harvest,Zaid,Canal,Potato,South,133.24,6.57,DAP
Silt,6.9,49.99,0.44,1.83,58,42,78,20.86,60.77,1065.37,Cotton,Sowing,Rabi,Drip,Rice,West,300.0,2.36,Urea
Clay,7.83,13.19,1.19,1.11,115,60,98,23.96,62.5,2493.64,Wheat,Harvest,Kharif,Drip,Sugarcane,West,66.35,7.83,Zinc Sulphate
Loamy,5.27,46.62,0.63,0.43,32,20,50,19.43,51.05,699.93,Maize,Sowing,Zaid,Drip,Cotton,East,132.2,6.82,NPK
Loamy,7.56,43.32,1.0,1.56,32,61,115,24.57,83.68,2189.04,Wheat,Vegetative,Rabi,Rainfed,Rice,North,188.98,5.56,Urea
Loamy,5.05,25.34,0.72,1.46,60,17,43,16.31,52.38,2624.66,Sugarcane,Sowing,Zaid,Rainfed,Potato,North,50.0,8.0,SSP
Clay,6.11,19.57,1.15,2.35,46,23,85,27.34,65.47,1014.18,Maize,Flowering,Rabi,Sprinkler,Sugarcane,South,217.66,2.49,SSP
Clay,6.6,48.18,0.41,0.86,116,49,18,26.89,52.53,1668.87,Wheat,Flowering,Zaid,Drip,Sugarcane,West,200.59,2.31,MOP
Clay,7.62,36.44,0.47,0.55,62,29,99,32.2,35.0,1479.11,Tomato,Sowing,Rabi,Sprinkler,Maize,East,121.78,7.06,DAP
Loamy,8.37,53.45,1.0,1.16,123,43,82,34.85,66.65,1662.97,Tomato,Sowing,Rabi,Sprinkler,Rice,South,208.08,4.96,Zinc Sulphate
Clay,6.26,51.56,0.28,1.65,147,51,36,20.36,89.62,971.43,Tomato,Harvest,Kharif,Rainfed,Wheat,Central,151.29,3.7,MOP
Silt,6.26,17.99,0.4,2.56,37,37,51,35.54,69.07,1556.91,Potato,Sowing,Kharif,Rainfed,Maize,East,115.31,2.46,Compost
Loamy,7.46,43.4,0.24,2.45,111,61,103,12.93,67.37,1659.57,Potato,Sowing,Zaid,Canal,Potato,West,294.95,2.24,Zinc Sulphate
Silt,6.95,16.78,0.31,0.92,120,82,16,28.55,50.07,742.42,Cotton,Vegetative,Rabi,Canal,Potato,North,300.0,5.43,Compost
Sandy,7.58,45.45,0.8,1.85,28,31,81,26.25,61.47,917.21,Tomato,Flowering,Zaid,Drip,Cotton,North,179.45,7.45,DAP
Clay,6.48,31.73,0.76,2.66,45,87,51,20.82,51.75,2355.47,Rice,Flowering,Rabi,Drip,Sugarcane,West,139.71,6.64,Urea
Clay,5.92,19.26,0.37,0.6,84,45,105,29.69,48.53,2968.52,Cotton,Harvest,Kharif,Sprinkler,Rice,Central,295.51,6.55,Compost
Sandy,5.89,38.13,0.37,2.25,27,17,25,27.25,53.46,419.69,Sugarcane,Sowing,Rabi,Rainfed,Sugarcane,South,249.75,4.92,NPK
Clay,4.89,35.2,0.38,0.99,127,34,86,23.87,48.12,1567.94,Sugarcane,Vegetative,Zaid,Drip,Cotton,North,62.87,5.58,SSP
Silt,5.31,10.0,0.98,2.07,77,29,70,22.75,30.0,2250.03,Sugarcane,Vegetative,Zaid,Canal,Sugarcane,East,141.47,5.99,SSP
Clay,6.44,29.29,0.23,0.64,78,57,29,35.86,47.78,690.5,Maize,Harvest,Zaid,Drip,Tomato,North,283.64,6.0,MOP
Clay,4.87,12.42,0.36,2.0,67,42,22,30.58,90.0,1654.92,Wheat,Sowing,Zaid,Canal,Tomato,Central,268.49,3.84,NPK
Loamy,7.08,51.92,0.73,1.25,74,46,17,14.14,69.02,1307.93,Cotton,Flowering,Rabi,Drip,Sugarcane,South,154.95,1.37,DAP
Sandy,6.43,24.05,0.33,0.47,145,67,17,25.33,44.96,3000.0,Potato,Vegetative,Kharif,Canal,Rice,South,189.4,3.98,Compost
Silt,6.16,52.65,1.05,1.15,53,17,84,22.42,90.0,1526.59,Potato,Flowering,Kharif,Sprinkler,Rice,West,124.97,3.56,DAP
Clay,7.19,28.08,1.15,2.17,159,13,83,22.11,87.98,451.64,Cotton,Harvest,Kharif,Canal,Potato,East,269.94,6.29,DAP
Sandy,5.89,20.78,0.85,1.29,46,21,103,25.8,64.28,1375.28,Rice,Sowing,Rabi,Sprinkler,Cotton,North,253.26,2.75,DAP
Sandy,6.11,39.17,0.69,2.17,69,60,37,28.82,46.59,1296.71,Tomato,Harvest,Rabi,Drip,Rice,East,212.95,4.54,MOP
Sandy,6.51,12.01,0.58,1.5,70,66,118,20.7,51.75,2312.29,Wheat,Sowing,Zaid,Drip,Tomato,North,120.67,6.64,Zinc Sulphate
Clay,7.58,26.14,1.28,1.67,125,62,86,25.73,46.93,1606.87,Maize,Vegetative,Rabi,Rainfed,Rice,East,181.89,1.64,Zinc Sulphate
Sandy,8.38,37.96,0.81,1.2,67,85,101,40.0,62.73,2205.59,Rice,Sowing,Zaid,Rainfed,Wheat,Central,192.56,1.43,DAP
Silt,5.51,29.48,0.96,0.75,49,84,80,13.06,89.04,2629.98,Rice,Flowering,Kharif,Drip,Maize,North,198.48,2.12,Urea
Loamy,6.66,27.6,0.93,2.65,57,48,84,28.06,81.69,1367.45,Sugarcane,Flowering,Zaid,Rainfed,Wheat,North,278.76,3.26,Urea
Clay,7.6,32.36,1.13,2.3,80,41,80,18.52,85.32,1077.25,Maize,Harvest,Rabi,Drip,Wheat,South,238.47,6.8,Zinc Sulphate
Clay,6.03,38.71,0.75,1.63,32,29,45,27.71,72.1,899.89,Sugarcane,Harvest,Rabi,Sprinkler,Wheat,East,148.22,6.65,NPK
Clay,8.1,48.08,1.43,2.26,65,85,42,21.9,78.95,1926.08,Rice,Vegetative,Zaid,Drip,Potato,East,254.68,4.86,Zinc Sulphate
Clay,7.23,34.97,1.37,1.5,30,35,21,28.63,66.3,2102.57,Rice,Flowering,Rabi,Rainfed,Rice,East,208.48,4.52,NPK
Loamy,7.91,54.46,1.37,1.97,145,88,114,40.0,55.0,1756.49,Maize,Harvest,Zaid,Rainfed,Maize,North,224.32,2.51,Zinc Sulphate
Silt,5.71,38.82,0.7,2.18,67,14,44,22.2,60.8,1171.9,Sugarcane,Flowering,Zaid,Sprinkler,Cotton,South,202.65,3.11,SSP
Sandy,7.04,37.45,1.11,2.65,153,83,33,29.67,82.65,2515.23,Sugarcane,Flowering,Zaid,Sprinkler,Cotton,East,172.27,5.0,MOP
Loamy,7.81,37.21,0.79,2.3,66,55,35,16.48,85.95,200.0,Rice,Sowing,Zaid,Rainfed,Potato,West,164.19,6.23,MOP
Loamy,5.0,11.1,0.87,2.43,64,66,92,28.54,53.5,1875.17,Maize,Vegetative,Rabi,Canal,Maize,South,155.63,7.98,Urea
Sandy,7.84,42.77,1.09,0.68,148,42,65,29.73,65.76,1462.73,Maize,Vegetative,Kharif,Rainfed,Sugarcane,East,175.02,8.0,Zinc Sulphate
Silt,4.63,34.86,0.73,2.04,74,11,46,19.12,39.28,1350.35,Cotton,Vegetative,Rabi,Drip,Wheat,East,50.0,2.61,SSP
Clay,5.59,39.56,0.85,0.22,154,87,13,35.14,37.64,1668.15,Sugarcane,Flowering,Kharif,Drip,Rice,East,164.86,4.58,MOP
Silt,7.09,48.56,0.7,0.34,151,43,42,18.98,51.28,2176.37,Tomato,Sowing,Rabi,Rainfed,Potato,North,66.77,3.72,MOP
Clay,6.72,25.88,0.74,0.67,73,30,31,29.3,73.3,1351.66,Potato,Harvest,Rabi,Canal,Maize,Central,78.67,5.72,NPK
Loamy,5.31,40.81,0.23,1.9,59,31,42,29.1,59.54,1819.71,Sugarcane,Sowing,Kharif,Rainfed,Potato,North,84.04,1.0,SSP
Silt,5.94,31.0,0.45,1.74,123,50,105,31.4,47.08,447.51,Tomato,Sowing,Zaid,Canal,Rice,North,164.86,6.81,Compost
Sandy,5.27,35.88,0.8,1.47,88,32,95,18.31,69.77,2970.98,Sugarcane,Vegetative,Kharif,Sprinkler,Cotton,West,158.85,4.25,SSP
Sandy,7.57,42.83,0.94,1.68,149,45,83,26.57,48.02,1473.66,Maize,Flowering,Zaid,Drip,Maize,Central,163.01,4.55,Zinc Sulphate
Loamy,6.03,53.33,0.57,0.64,33,36,49,30.47,90.0,354.46,Tomato,Flowering,Zaid,Canal,Wheat,West,150.34,5.98,NPK
Loamy,5.83,27.57,0.23,1.85,31,46,74,35.66,55.26,1972.53,Cotton,Sowing,Zaid,Sprinkler,Rice,Central,135.88,5.97,Compost
Sandy,7.95,47.73,0.61,1.66,116,55,66,24.52,30.0,200.0,Wheat,Flowering,Rabi,Canal,Maize,East,227.81,6.08,Zinc Sulphate
